,Unnamed: 0.1,name_track,duration_ms,explicit,artists_track,artists_track_uri,featuring,track_number,disc_number,name_album,artists_album,total_tracks,uri_track,uri_album,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,clean_title,lyrics_state,lyrics
Dad and Mam lay at the head of the bed, Malachy and I at the bottom, the twins wherever they could find comfort. Malachy made us laugh again. Ye, ye, ye, he said, and oy oy oy, and then fell asleep. Mam made the little hink hink snore sound that told us she was sleeping. In the moonlight I could look up the length of the bed and see Dad still awake and when Oliver cried in his sleep Dad reached for him and held him. Whisht, he said. Whisht.
Then Eugene sat up, screaming, tearing at himself. Ah, ah, Mommy, Mommy. Dad sat up. What? What's up, son? Eugene went on crying and when Dad leaped from the bed and turned on the gaslight we saw the fleas, leaping, jumping, fastened to our flesh. We slapped at them and slapped but they hopped from body to body, hopping, biting. We tore at the bites till they bled. We jumped from the bed, the twins crying, Mam moaning,
Oh, Jesus, will we have no rest! Dad poured water and salt into a jam jar and dabbed at our bites. The salt burned but he said we'd feel better
soon.
Mam sat by the fireplace with the twins on her lap. Dad pulled on
his trousers and dragged the mattress off the bed and out to the street. He filled the kettle and the pot with water, stood the mattress against the wall, pounded it with a shoe, told me to keep pouring water on the ground to drown the fleas dropping there. The Limerick moon was so bright I could see bits of it shimmering in the water and I wanted to scoop up moon bits but how could I with the fleas leaping on my legs. Dad kept pounding with the shoe and I had to run back through the house to the backyard tap for more water in the kettle and the pot. Mam said, Look at you. Your shoes are drenched and you'll catch your death and your father will surely get the pneumonia without a shoe to his foot.
A man on a bicycle stopped and wanted to know why Dad was beating that mattress. Mother o' God, he said, I never heard such a cure for fleas. Do you know that if a man could jump like a flea one lep would take him halfway to the moon? The thing to do is this, when you go back inside with that mattress stick it on the bed upside down and that will confuse the little buggers. They won't know where they are and they'll be biting the mattress or each other, which is the best cure of all. After they bite the human being they have the frenzy, you know, for there are other fleas around them that also bit the human being and the smell of the blood is too much for them and they go out of their minds. They're a right bloody torment an' I should know for didn't I grow up in Limerick, down in the Irishtown, an' the fleas there were so plentiful an' forward they'd sit on the toe of your boot an' discuss Ireland's woeful history with you. It is said there were no fleas in ancient Ireland, that they were brought in be the English to drive us out of our wits entirely, an'I wouldn't put it past the English. An'isn't it a very curious thing that St. Patrick drove the snakes out of Ireland an' the English brought in the fleas. For centuries Ireland was a lovely peaceful place, snakes gone, not a flea to be found. You could stroll the four green fields of Ireland without fear of snakes an' have a good night's sleep with no fleas to bother you. Them snakes were doin' no harm, they wouldn't bother you unless you cornered them an' they lived off other creatures that move under bushes an'such places, whereas the flea sucks the blood from you mornin' noon an' night for that's his nature an' he can't help himself. I hear for a fact that places that have snakes galore have no fleas. Arizona, for instance. You're forever hearing about the snakes of Arizona but when did you ever hear of fleas in Arizona? Good luck to you. I have to be careful standin' here for if one of them gets on my clothes I might as well invite his whole family home. They multiply faster than Hindus.
Dad said, You wouldn't by any chance have a cigarette, would you?
A cigarette? Oh, sure, of course. Here you are. Aren't I nearly destroyed from the fags myself. The oul' hacking cough, you know. So powerful it nearly knocks me off the bicycle. I can feel that cough stirring in me solar plexus an' workin' its way up through me entrails till the next thing it takes off the top o' me head.
He struck a match on a box, lit a cigarette for himself and held out the match for Dad. Of course, he said, you're bound to have the cough when you live in Limerick because this is the capital city of the weak chest and the weak chest leads to the consumption. If all the people that has consumption in Limerick were to die this would be a ghost town,
though I don't have consumption meself. No, this cough was a present from the Germans. He paused, puffed on his cigarette, and struggled with a cough. Bejesus, excuse the language, but the fags'll get me in the end. Well, I'll leave you now to the mattress an' remember what I told you, confuse the little buggers.
He wobbled away on his bicycle, the cigarette dangling from his mouth, the cough racking his body. Dad said, Limerickmen talk too much. Come on, we'll put this mattress back and see if there's any sleep in this night.
Mam sat by the fireplace with the twins asleep on her lap, and Malachy lay curled up on the floor by her feet. She said, Who was that you were talking to? It sounded very like Pa Keating, Aggie's husband. I could tell by the cough. He got that cough in France in the war when he swallowed the gas.
We slept the rest of that night, and in the morning we saw where the fleas had feasted, our flesh pink with flea welts and bright with the blood of our scratches.
Mam made tea and fried bread, and once more Dad dabbed at our bites with the salty water. He hauled the mattress outside again to the backyard. On a cold day like this the fleas would surely freeze to death and we'd all have a good night's sleep.
A few days later when we're settled into the room Dad is shaking me out of my dreams. Up, Francis, up. Put on your clothes and run over for your aunt Aggie. Your mother needs her. Hurry.
Mam is moaning in the bed, her face pure white. Dad has Malachy and the twins out of the bed and sitting on the floor by the dead fire. I run across the street and knock on Aunt Aggie's door till Uncle Pat Keating comes coughing and grumbling, What's up? What's up?
My mother is moaning in the bed. I think she's sick.
Now Aunt Aggie comes grumbling. Ye are nothing but trouble since ye came from America.
Leave him alone, Aggie, he's only a child that's doing what he's told.
She tells Uncle Pa go back to bed, that he has to go to work in the morning not like some from the North that she won't mention. He says, No, no, I'm coming. There's something wrong with Angela.
Dad tells me sit over there with my brothers. I don't know what's up with Mam because everyone is whispering and I can barely hear Aunt
Aggie
Pa is
about
never looks at him.
telling Uncle Pa the child is lost run for the ambulance and Uncle out the door, Aunt Aggie telling Mam you can say what you like Limerick but the ambulance is fast. She doesn't talk to my father,
Malachy says, Dad, is Mammy sick?
Och, she'll be all right, son. She has to see the doctor.
I wonder what child is lost because we're all here, one two three
four of us, not a lost child anywhere and why can't they tell me what's wrong with my mother. Uncle Pa comes back and the ambulance is right behind him. A man comes in with a stretcher and after they carry Mam away there are blood spots on the floor by the bed. Malachy bit his tongue and there was blood and the dog on the street had blood and he died. I want to ask Dad to tell me if Mam will be gone forever like my sister Margaret but he's going with Mam and there's no use asking Aunt Aggie anything for fear she'd bite your head off. She wipes away the blood spots and tells us get back into bed and stay there till Dad comes home.
It's the middle of the night and the four of us are warm in the bed and we fall asleep till Dad comes home and tells us Mam is nice and comfortable in the hospital and she'll be home in no time.
Later, Dad goes to the Labour Exchange for the dole. There is no hope of a laboring man with a North of Ireland accent getting a job in Limerick.
When he returns, he tells Mam we'll be getting nineteen shillings a week. She says that's just enough for all of us to starve on. Nineteen shillings for six of us? That's less than four dollars in American money and how are we supposed to live on that? What are we to do when we have to pay rent in a fortnight? If the rent for this room is five shillings a week we'll have fourteen shillings for food and clothes and coal to boil the water for the tea.
Dad shakes his head, sips his tea from a jam jar, stares out the window and whistles ""The Boys of Wexford. "" Malachy and Oliver clap their hands and dance around the room and Dad doesn't know whether to whistle or smile because you can't do both and he can't help himself. He has to stop and smile and pat Oliver's head and then go back to the whistling. Mam smiles, too, but it's a very quick smile and when she looks into the ashes you can see the worry where the corners of her mouth turn down.
Next day she tells Dad to mind the twins and takes Malachy and me with her to the St. Vincent de Paul Society. We stand in a queue with women wearing black shawls. They ask our names and smile when we talk. They say, Lord above, would you listen to the little Yankees, and they wonder why Mam in her American coat would be looking for charity since there's hardly enough for the poor people of Limerick without Yanks coming over and taking the bread out of their mouths.
Mam tells them a cousin gave her that coat in Brooklyn, that her husband has no work, that she has other children at home, twin boys. The women sniff and pull their shawls about them, they have their own troubles. Mam tells them she had to leave America because she couldn't stand it after her baby girl died. The women sniff again but now it's because Mam is crying. Some say they lost little ones, too, and there's nothing worse in the world, you could live as long as Methuselem's wife but you never get over it. No man can ever know what it is to be a mother that has lost a child, not if the man lived longer than two Methuselems.
They all have a good cry till a red-haired woman passes a little box around. The women pick something from the box between their fingers and stuff it up their noses. A young woman sneezes and the red-haired woman laughs. Ah, sure, Biddy, you're not able for that snuff. Come here, little Yankee boys, have a pinch. She plants the brown stuff in our nostrils and we sneeze so hard the women stop crying and laugh till they have to wipe their eyes with their shawls. Mam tells us, That's good for ye, 'twill clear yeer heads.
The young woman, Biddy, tells Mam we're two lovely boys. She points at Malachy. That little fella with the goldy ringlet, isn't he gorgeous? He could be a film star with Shirley Temple. And Malachy smiles and warms up the queue.
The woman with the snuff says to Mam, Missus, I don't want to be forward but I think you should be sitting down for we heard about your
loss.
Another woman worries, Ah, no, they don't like that. Who don't like what?
Ah, sure, Nora Molloy, the Society don't like us sittin' on the steps. They want us to be standin' respectful against the wall.
They can kiss my arse, says Nora, the red-haired woman. Sit down there, missus, on that step an' I'll sit next to you an' if there's one word out of the St. Vincent de Paul Society I'll take the face off 'em, so I will. Do you smoke, missus?
I do, says Mam, but I don't have them.
Nora takes a cigarette from a pocket in her apron, breaks it, and offers half to Mam.
The worried woman says, They don't like that either. They say every fag you smoke is taking food from the mouth of your child. Mr. Quinlivan inside is dead against it. He says if you have money for the fags you have money for food.
Quinlivan can kiss my arse, too, the grinny oul' bastard. Is he going to begrudge us a puff of a fag, the only comfort we have in the world?
A door opens at the end of the hall and a man appears. Are any of ye waiting for children's boots?
Women raise their hands, I am. I am.
Well, the boots are all gone. Ye'll have to come back next month. But my Mikey needs boots for school.
They're all gone, I told you.
But 'tis freezin' abroad, Mr. Quinlivan.
The boots are all gone. Nothing I can do. What's this? Who's
smoking?
Nora waves her cigarette. I am, she says, and enjoying it down to
the last ash.
Every puff you take, he starts.
I know, she says, I'm taking food out of the mouths of my children. You're insolent, woman. You'll get no charity here.
Is that a fact? Well, Mr. Quinlivan, if I don't get it here I know
where I will.
What are you talking about?
I'll go to the Quakers. They'll give me the charity.
Mr. Quinlivan steps toward Nora and points a finger. Do you know
what we have here? We have a souper in our midst. We had the soupers in the Famine. The Protestants went round telling good Catholics that if they gave up their faith and turned Protestant they'd get more soup than their bellies could hold and, God help us, some Catholics took the soup, and were ever after known as soupers and lost their immortal souls doomed to the deepest part of hell. And you, woman, if you go to the Quakers you'll lose your immortal soul and the souls of your children.
other
Then, Mr. Quinlivan, you'll have to save us, won't you?
He stares at her and she stares back at him. His eyes wander to the
women. One puts her hand to her mouth to smother a laugh.
What are you tittering about? he barks.
Oh, nothing, Mr. Quinlivan. Honest to God.
I'm telling ye once more, no boots. And he slams the door behind
him.
One by one the women are called into the room. When Nora comes out
she's smiling and waving a piece of paper. Boots, she says. Three pairs I'm gettin' for my children. Threaten the men in there with the Quakers and they'll give you the drawers off their arses.
When Mam is called she brings Malachy and me in with her. We stand before a table where three men are sitting asking questions. Mr. Quinlivan starts to say something but the man in the middle says, Enough out of you, Quinlivan. If we left it up to you we'd have the poor people of Limerick jumping into the arms of the Protestants.
He turns to Mam, he wants to know where she got that fine red coat. She tells him what she told the women outside and when she comes to the death of Margaret she shakes and sobs. She tells the men she's very sorry for crying like that but it was only a few months ago and she's not over it yet, not even knowing where her baby was buried if she was buried at all, not knowing even if she was baptized itself because she was so weak from having the four boys she didn't have the energy to be going to the church for the baptism and it's a heart scald to think Margaret might be in Limbo forever with no hope of her ever seeing the rest of us whether we're in heaven, hell, or Purgatory itself.
Mr. Quinlivan brings her his chair. Ah, now, missus. Ah, now. Sit down, will you. Ah, now.
The other men look at the table, the ceiling. The man in the middle says he's giving Mam a docket to get a week's groceries at McGrath's shop on Parnell Street. There will be tea, sugar, flour, milk, butter and a separate docket for a bag of coal from Sutton's coal yard on the Dock Road.
The third man says, Of course you won't be getting this every week, missus. We will be visiting your house to see if there's a real need. We have to do that, missus, so we can review your claim.
Mam wipes her face on the back of her sleeve and takes the docket. She tells the men, God bless you for your kindness. They nod and look at the table, the ceiling, the walls and tell her send in the next woman.
The women outside tell Mam, When you go to McGrath's, keep an eye on the oul' bitch for she'll cheat you on the weight. She'll put stuff on a paper on the scale with the paper hanging down on her side behind the counter where she thinks you can't see it. She'll pull on that paper so that you're lucky if you get half of what you're supposed to get. And she has pictures of the Virgin Mary and the Sacred Heart of Jesus all over the shop, and she's forever on her knees abroad in St. Joseph's chapel clackin' her rosary beads an' breathing like a virgin martyr, the oul' bitch.
Nora says, I'll go with you, missus. I'm on to the same Mrs. McGrath and I'll know if she's cheating you.
She leads the way to the shop in Parnell Street. The woman behind the counter is pleasant to Mam in her American coat till Mam shows the St. Vincent de Paul docket. The woman says, I don't know what you're doing here at this hour of the day. I never serve the charity cases before six in the evening. But this is your first time and I'll make an exception.
She says to Nora, Do you have a docket, too?
No. I'm a friend helping this poor family with their first docket from the St. Vincent de Paul.
The woman lays a sheet of newspaper on the scale and pours on flour from a large bag. When she finishes pouring, she says, There's a pound of flour.
I don't think so, says Nora. That's a very small pound of flour. The woman flushes and glares, Are you accusin' me?
Ah, no, Mrs. McGrath, says Nora. I think there was a little accident there the way your hip was pressed against that paper and you didn't even know the paper was pulled down a bit. Oh, God, no. A woman like you that's forever on her knees before the Virgin Mary is an inspiration to us all and is that your money I see on the floor there?
Mrs. McGrath steps back quickly and the needle on the scale jumps and quivers. What money? she says, till she looks at Nora, and knows. Nora smiles. Must be a trick of the shadows, she says, and smiles at the scale. There was a mistake right enough for that shows barely half a pound of flour.
That scale gives me more trouble, says Mrs. McGrath.
I'm sure it does, says Nora.
But my conscience is clear before God, says Mrs. McGrath.
I'm sure it is, says Nora, and you're admired by one and all at the
St. Vincent de Paul Society and the Legion of Mary.
I try to be a good Catholic.
Try? God knows 'tis little trying you'd have for you're well known
for having a kind heart and I was wondering if you could spare a couple of sweets for the little boys here.
Well, now, I'm not a millionaire, but here...
God bless you, Mrs. McGrath, and I know it's asking a lot but could you possibly lend me a couple of cigarettes?
Well, now, they're not on the docket. I'm not here to supply luxuries.
If you could see your way, missus, I'd be sure to mention your kindness to the St. Vincent de Paul.
All right, all right, says Mrs. McGrath. Here. One time for the cigarettes and one time only.
God bless you, says Nora, and I'm sorry you had so much trouble with that scale.
On the way home we stopped in the People's Park and sat on a bench while Malachy and I sucked on our sweets and Mam and Nora smoked their cigarettes. The smoking brought on Nora's cough and she told Mam the fags would kill her in the end, that there was a touch of consumption in her family and no one lived to a ripe old age, though who would want to in Limerick, a place where you could look around and the first thing you noticed was a scarcity of gray hairs, all the gray hairs either in the graveyard or across the Atlantic working on railroads or sauntering around in police uniforms.
You're lucky, missus, that you saw a bit of the world. Oh, God, I'd give anything to see New York, people dancing up and down Broadway without a care. No, I had to go and fall for a boozer with the charm, Peter Molloy, a champion pint drinker that had me up the pole and up the aisle when I was barely seventeen. I was ignorant, missus. We grew up ignorant in Limerick, so we did, knowing feck all about anything and signs on, we're mothers before we're women. And there's nothing here but rain and oul' biddies saying the rosary. I'd give me teeth to get out, go to America or even England itself. The champion pint drinker is always on the dole and sometimes he even drinks that and drives me so demented I wind up in the lunatic asylum.
She drew on her cigarette and gagged, coughing till her body rocked back and forth, and in between the coughs she whimpered, Jesus, Jesus. When the cough died away she said she had to go home and take her medicine. She said, I'll see you next week, missus, at the St. Vincent de
Paul. If you're stuck for anything send a message to me at Vize's Field. Ask anyone for the wife of Peter Molloy, champion pint drinker.
Eugene is sleeping under a coat on the bed. Dad sits by the fireplace with Oliver on his lap. I wonder why Dad is telling Oliver a Cuchulain story. He knows the Cuchulain stories are mine, but when I look at Oliver I don't mind. His cheeks are bright red, he's staring into the dead fire, and you can see he has no interest in Cuchulain. Mam puts her hand on his forehead. I think he has a fever, she says. I wish I had an onion and I'd boil it in milk and pepper. That's good for the fever. But even if I had what would I boil the milk on? We need coal for that fire.
She gives Dad the docket for the coal down the Dock Road. He takes me with him but it's dark and all the coal yards are closed.
What are we going to do now, Dad?
I don't know, son.
Ahead of us women in shawls and small children are picking up coal
along the road.
There, Dad, there's coal.
Och, no, son. We won't pick coal off the road. We're not beggars. He tells Mam the coal yards are closed and we'll have to drink milk
and eat bread tonight, but when I tell her about the women on the road she passes Eugene to him.
If you're too grand to pick coal off the road I'll put on my coat and go down the Dock Road.
She gets a bag and takes Malachy and me with her. Beyond the Dock Road there is something wide and dark with lights glinting in it. Mam says that's the River Shannon. She says that's what she missed most of all in America, the River Shannon. The Hudson was lovely but the Shannon sings. I can't hear the song but my mother does and that makes her happy. The other women are gone from the Dock Road and we search for the bits of coal that drop from lorries. Mam tells us gather anything that burns, coal, wood, cardboard, paper. She says, There are them that burn the horse droppings but we're not gone that low yet. When her bag is nearly full she says, Now we have to find an onion for Oliver. Malachy says he'll find one but she tells him, No, you don't find onions on the road, you get them in shops.
The minute he sees a shop he cries out, There's a shop, and runs
in.
Oonyen, he says. Oonyen for Oliver.
Mam runs into the shop and tells the women behind the counter, I'm
sorry. The woman says, Lord, he's a dote. Is he an American or what? Mam says he is. The woman smiles and shows two teeth, one on each
side of her upper gum. A dote, she says, and look at them gorgeous goldy curls. And what is it he wants now? A sweet?
Ah, no, says Mam. An onion.
The woman laughs, An onion? I never heard a child wanting an onion before. Is that what they like in America?
Mam says, I just mentioned I wanted to get an onion for my other child that's sick. Boil the onion in milk, you know.
True for you, missus. You can't beat the onion boiled in milk. And look, little boy, here's a sweet for yourself and one for the other little boy, the brother, I suppose.
Mam says, Ah, sure, you shouldn't. Say thank you, boys.
The woman says, Here's a nice onion for the sick child, missus.
Mam says, Oh, I can't buy the onion now, missus. I don't have a penny on me.
I'm giving you the onion, missus. Let it never be said a child went sick in Limerick for want of an onion. And don't forget to sprinkle in a little pepper. Do you have pepper, missus?
Ah, no, I don't but I should be getting it any day now.
Well, here, missus. Pepper and a little salt. Do the child all the good in the world.
Mam says, God bless you, ma'am, and her eyes are watery.
Dad is walking back and forth with Oliver in his arms and Eugene is playing on the floor with a pot and a spoon. Dad says, Did you get the onion?
I did, says Mam, and more. I got coal and the way of lighting it. I knew you would. I said a prayer to St. Jude. He's my favorite saint, patron of desperate cases.
I got the coal. I got the onion, no help from St. Jude.
Dad says, You shouldn't be picking up coal off the road like a common beggar. It isn't right. Bad example for the boys.
Then you should have sent St. Jude down the Dock Road.
Malachy says, I'm hungry, and I'm hungry, too, but Mam says, Ye'll wait till Oliver has his onion boiled in milk.
She gets the fire going, cuts the onion in half, drops it in the boiling milk with a little butter and sprinkles the milk with pepper. She takes Oliver on her lap and tries to feed him but he turns away and looks into the fire.
Ah, come on, love, she says. Good for you. Make you big and strong.
He tightens his mouth against the spoon. She puts the pot down, rocks him till he's asleep, lays him on the bed and tells the rest of us be quiet or she'll demolish us. She slices the other half of the onion and fries it in butter with slices of bread. She lets us sit on the floor around the fire where we eat the fried bread and sip at the scalding sweet tea in jam jars. She says, That fire is good and bright so we can turn off that gaslight till we get money for the meter.
The fire makes the room warm and with the flames dancing in the coal you can see faces and mountains and valleys and animals leaping. Eugene falls asleep on the floor and Dad lifts him to the bed beside Oliver. Mam puts the boiled onion pot up on the mantelpiece for fear a mouse or rat might be at it. She says she's tired out from the day, the Vincent de Paul Society, Mrs. McGrath's shop, the search for coal down the Dock Road, the worry over Oliver not wanting the boiled onion, and if he's like this tomorrow she's taking him to the doctor, and now she's going to bed.
Soon we're all in bed and if there's the odd flea I don't mind because it's warm in the bed with the six of us and I love the glow of the fire the way it dances on the walls and ceiling and makes the room go red and black, red and black, till it dims to white and black and all you can hear is a little cry from Oliver turning in my mother's arms.
In the morning Dad is lighting the fire, making tea, cutting the bread. He's already dressed and he's telling Mam hurry up and get dressed. He says to me, Francis, your little brother Oliver is sick and we're taking him to the hospital. You are to be a good boy and take care of your two brothers. We'll be back soon.
Mam says, When we're out go easy with that sugar. We're not millionaires.
When Mam picks up Oliver and wraps him in a coat Eugene stands on the bed. I want Ollie, he says. Ollie play.
Ollie will be back soon, she says, and you can play with him. Now you can play with Malachy and Frank.
Ollie, Ollie, I want Ollie.
He follows Oliver with his eyes and when they're gone he sits on the bed looking out the window. Malachy says, Genie, Genie, we have bread, we have tea. Sugar on your bread, Genie. He shakes his head and pushes away the bread Malachy is offering. He crawls to the place where Oliver slept with Mam, puts his head down and stares out the window.
Grandma is at the door. I heard your father and mother were running down Henry Street with the child in their arms. Now where are they gone to?
Oliver is sick, I said. He wouldn't eat the boiled onion in milk. What are you blatherin' about?
Wouldn't eat the boiled onion and got sick.
And who's minding ye?
I am.
And what's up with the child in the bed? What's That's Eugene. He misses Oliver. They're twins. I know they're twins. That child looks starved.
his name?
Have ye any
porridge here?
What's porridge? says Malachy.
Jesus, Mary and Holy St. Joseph! What's porridge! Porridge is
porridge. That's what porridge is. Ye are the most ignorant bunch o' Yanks I ever seen. Come on, put on yeer clothes and we'll go across the street to your aunt Aggie. She's there with the husband, Pa Keating, and she'll give ye some porridge.
She picks up Eugene, wraps him in her shawl and we cross the street to Aunt Aggie's. She's living with Uncle Pa again because he said she wasn't a fat cow after all.
Do you have any porridge? Grandma says to Aunt Aggie.
Porridge? Am I supposed to be feeding porridge to a crowd of Yanks? Pity about you, says Grandma. It won't kill you to give them a
little porridge.
And I suppose they'll be wanting sugar and milk on top of
everything or they might be banging on my door looking for an egg if you don't mind. I don't know why we have to pay for Angela's mistakes.
Jesus, says Grandma, 'tis a good thing you didn't own that stable in Bethlehem or the Holy Family would still be wanderin' the world crumblin' with the hunger.
Grandma pushes her way past Aunt Aggie, puts Eugene on a chair near the fire and makes the porridge. A man comes in from another room. He has black curly hair and his skin is black and I like his eyes because they're very blue and ready to smile. He's Aunt Aggie's husband, the man who stopped the night we were attacking the fleas and told us all about fleas and snakes, the man with the cough he got from swallowing gas in the war.
Malachy says, Why are you all black? and Uncle Pa Keating laughs and coughs so hard he has to ease himself with a cigarette. Oh, the little Yanks, he says. They're not a bit shy. I'm black because I work at the Limerick Gas Works shoveling coal and coke into the furnaces. Gassed in France and back to Limerick to work in the gas works. When you grow up you'll laugh.
Malachy and I have to leave the table so the big people can sit and have tea. They have their tea but Uncle Pa Keating, who is my uncle because he's married to my aunt Aggie, picks up Eugene and takes him on his lap. He says, This is a sad little fella, and makes funny faces and silly sounds. Malachy and I laugh but Eugene only reaches up to touch the blackness of Pa Keating's skin, and then when Pa pretends to bite his little hand, Eugene laughs and everyone in the room laughs. Malachy goes to Eugene and tries to make him laugh even more but Eugene turns away and hides his face in Pa Keating's shirt.
I think he likes me, says Pa, and that's when Aunt Aggie puts down her teacup and starts to bawl, Waah, waah, waah, big teardrops tumbling down her fat red face.
Aw, Jesus, says Grandma, there she is again. What's up with you this time?
And Aunt Aggie blubbers, To see Pa there with a child on his lap an' me with no hope of having my own.
Grandma barks at her, Stop talkin' like that in front of the children. Have you no shame? When God is good and ready He'll send you your family.
Aunt Aggie sobs, Angela with five born an' one just gone an' her so useless she couldn't scrub a floor an' me with none an' I can scrub an' clean with the best and make any class of a stew or a fry.
Pa Keating laughs, I think I'll keep this little fella.
Malachy runs to him. No, no, no. That's my brother, that's Eugene. And I say, No, no, no, that's our brother. Aunt Aggie pats the tears on her cheeks. She says, I don't want nothing of Angela's. I don't want nothing that's half Limerick and half North of Ireland, so I don't, so ye can take him home. I'll have me own someday if I have to do a hundred novenas to the Virgin Mary and her mother, St. Ann, or if I have to crawl from here to Lourdes on me two bended knees.
Grandma says, That's enough. Ye have had yeer porridge and 'tis time to go home and see if yeer father and mother are back from the hospital.
She puts on her shawl and goes to pick up Eugene but he clutches so hard at Pa Keating's shirt she has to pull him away though he keeps looking back at Pa till we're out the door.
***
We followed Grandma back to our room. She put Eugene in the bed and gave him a drink of water. She told him to be a good boy and go to sleep for his little brother, Oliver, would be home soon and they'd be playing again there on the floor.
But he kept looking out the window.
She told Malachy and me we could sit on the floor and play but to be quiet because she was going to say her prayers. Malachy went to the bed and sat by Eugene and I sat on a chair at the table making out words on the newspaper that was our tablecloth. All you could hear in the room was Malachy whispering to make Eugene happy and Grandma mumbling to the click of her rosary beads. It was so quiet I put my head on the table and fell asleep.
Dad is touching my shoulder. Come on, Francis, you have to take care of your little brothers.
Mam is slumped on the edge of the bed, making small crying sounds like a bird. Grandma is pulling on her shawl. She says, I'll go down to
Thompson the undertaker about the coffin and the carriage. The St. Vincent de Paul Society will surely pay for that, God knows.
She goes out the door. Dad stands facing the wall over the fire, beating on his thighs with his fists, sighing, Och, och, och.
Dad frightens me with his och, och, och, and Mam frightens me with her small bird sounds and I don't know what to do though I wonder if anyone will light the fire in the grate so that we can have tea and bread because it's a long time since we had the porridge. If Dad would move away from the fireplace I could light the fire myself. All you need is paper, a few bits of coal or turf, and a match. He won't move so I try to go around his legs while he's beating on his thighs but he notices me and wants to know why I'm trying to light the fire. I tell him we're all hungry and he lets out a crazy laugh. Hungry? he says. Och, Francis, your wee brother Oliver is dead. Your wee sister is dead and your wee brother is dead.
He picks me up and hugs me so hard I cry out. Then Malachy cries, my mother cries, Dad cries, I cry, but Eugene stays quiet. Then Dad sniffles, We'll have a feast. Come on, Francis.
He tells my mother we'll be back in awhile but she has Malachy and Eugene on her lap in the bed and she doesn't look up. He carries me through the streets of Limerick and we go from shop to shop with him asking for food or anything they can give to a family that has two children dead in a year, one in America, one in Limerick, and in danger of losing three more for the want of food and drink. Most shopkeepers shake their heads. Sorry for your troubles but you could go to the St. Vincent de Paul Society or get the public assistance.
Dad says he's glad to see the spirit of Christ alive in Limerick and they tell him they don't need the likes of him with his northern accent to be telling them about Christ and he should be ashamed of himself dragging a child around like that like a common beggar, a tinker, a knacker.
A few shopkeepers give bread, potatoes, tins of beans and Dad says, We'll go home now and you boys can eat something, but we meet Uncle Pa Keating and he tells Dad he's very sorry for his troubles and would Dad like to have a pint in this pub here?
There are men sitting in this pub with great glasses of black stuff before them. Uncle Pa Keating and Dad have the black stuff, too. They lift their glasses carefully and slowly drink. There is creamy white stuff on their lips, which they lick with little sighs. Uncle Pa gets me a bottle of lemonade and Dad gives me a piece of bread and I don't feel hungry anymore. Still, I wonder how long we'll sit here with Malachy and Eugene hungry at home, hours from the porridge, which Eugene didn't eat anyway.
Dad and Uncle Pa drink their glass of black stuff and have another. Uncle Pa says, Frankie, this is the pint. This is the staff of life. This is the best thing for nursing mothers and for those who are long weaned.
He laughs and Dad smiles and I laugh because I think that's what you're supposed to do when Uncle Pa says something. He doesn't laugh when he tells the other men about Oliver dying. The other men tip their hats to Dad. Sorry for your troubles, mister, and surely you'll have a pint.
Dad says yes to the pints and soon he's singing Roddy McCorley and Kevin Barry and song after song I never heard before and crying over his lovely little girl, Margaret, that died in America and his little boy, Oliver, dead beyond in the City Home Hospital. It frightens me the way he
yells and cries and sings and I wish I could be at home with my three brothers, no, my two brothers, and my mother.
The man behind the bar says to Dad, I think now, mister, you've had enough. We're sorry for your troubles but you have to take that child home to his mother that must be heartbroken by the fire.
Dad says, One, one more pint, just one, eh? and the man says no. Dad shakes his fist. I did me bit for Ireland, and when the man comes out and takes Dad's arm, Dad tries to push him away.
Uncle Pa says, Come on now, Malachy, stop the blaguarding. You have to go home to Angela. You have a funeral tomorrow and the lovely children waiting for you.
But Dad struggles till a few men push him out into the darkness. Uncle Pa stumbles out with the bag of food. Come on, he says. We'll go back to your room.
Dad wants to go to another place for a pint but Uncle Pa says he has no more money. Dad says he'll tell everyone his sorrows and they'll give him pints. Uncle Pa says that's a disgraceful thing to do and Dad cries on his shoulder. You're a good friend, he tells Uncle Pa. He cries again till Uncle Pa pats him on the back. It's terrible, terrible, says Uncle Pa, but you'll get over this in time.
Dad straightens up and looks at him. Never, he says. Never.
Next day we rode to the hospital in a carriage with a horse. They put Oliver in a white box that came with us in the carriage and we took him to the graveyard. They put the white box into a hole in the ground and covered it with earth. My mother and Aunt Aggie cried, Grandma looked angry, Dad, Uncle Pa Keating, and Uncle Pat Sheehan looked sad but did not cry and I thought that if you're a man you can cry only when you have the black stuff that is called the pint.
I did not like the jackdaws that perched on trees and gravestones and I did not want to leave Oliver with them. I threw a rock at a jackdaw that waddled over toward Oliver's grave. Dad said I shouldn't throw rocks at jackdaws, they might be somebody's soul. I didn't know what a soul was but I didn't ask him because I didn't care. Oliver was dead and I hated jackdaws. I'd be a man someday and I'd come back with a bag of rocks and I'd leave the graveyard littered with dead jackdaws.
The morning after Oliver's burial Dad went to the Labour Exchange to sign and collect the week's dole, nineteen shillings and sixpence. He said he'd be home by noon, that he'd get coal and make a fire, that we'd have rashers and eggs and tea in honor of Oliver, that we might even have a sweet or two.
