name_track,duration_ms,explicit,artists_track,artists_track_uri,featuring,track_number,disc_number,name_album,artist,total_tracks,uri_track,uri_album,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,clean_title,lyrics,lyrics_state,all_artists,first_artist
All of Me - 2007 - Remaster,130026,False,['Frank Sinatra'],['spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0'],False,14,1,I've Got You Under My Skin,Frank Sinatra,20,spotify:track:5FluJ4ZYh92KFwlUzlIiAk,spotify:album:5RsGXBfziufICYJyhHa6ZA,0.589,0.421,2,-9.749,0,0.0512,0.257,0.0,0.0639,0.54,128.643,4,all_of_me,"All of me
Why not take all of me
Can't you see
I'm no good without you
Take my lips
I wanna lose them
Take my arms
I'll never use them
Your goodbye left me with eyes that cry
How can I get along without you
You took the part that once was my heart
So why not, why not take all of me
All of me
Come on get all of me
Can't you see
I'm just a mess without you
Take my lips
I wanna lose them
Get a piece of these arms
I'll never use them
Your goodbye left me with eyes that cry
How can I ever make it without you
You know you got the part
Used to be my heart
So why not, why not take all of me",complete,Frank Sinatra,Frank Sinatra
Old Devil Moon - 2007 - Remaster,236040,False,['Frank Sinatra'],['spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0'],False,15,1,I've Got You Under My Skin,Frank Sinatra,20,spotify:track:11xfvK5EruI1XOMy7afzA7,spotify:album:5RsGXBfziufICYJyhHa6ZA,0.461,0.333,7,-9.036,0,0.0285,0.252,0.0,0.16699999999999998,0.387,100.617,4,old_devil_moon,"Writer(s): B. Lane/ E.Y. Harburg
I look at you and suddenly
Something in your eyes I see;
Soon begins bewitching me
It's that old devil moon;
That you stole from the skies
It's that old devil moon in your eyes
You and you glance;
Make this romance;
Too hot to handle
Stars in the night;
Blazing their light;
Can't hold a candle;
To your razzle-dazzle
You've got me flyin' high and wide;
On a magic carpet ride;
Full of butterflies inside
Wanna cry, wanna croon
Wanna laugh like a loon
It's that old devil moon in your eyes
Just when I think, I'm;
Free as a dove
Old devil moon
Deep in your eyes
Blinds me with love",complete,Frank Sinatra,Frank Sinatra
One for My Baby - 2007 - Remaster,219146,False,['Frank Sinatra'],['spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0'],False,16,1,I've Got You Under My Skin,Frank Sinatra,20,spotify:track:5l8YrjaUVLFpsa9hrCYE17,spotify:album:5RsGXBfziufICYJyhHa6ZA,0.4920000000000001,0.0484,4,-19.262,1,0.0406,0.971,7.64e-05,0.102,0.222,117.603,3,one_for_my_baby,"It's quarter to 3
There's no one in the place
Except you and me
So set 'em up, Joe
I got a little story
I think you should know
We're drinkin' my friends
To the end
Of a brief episode

Make it one for my baby
And one more for the road

I got the routine
Put another nickel
In the machine
Feelin' so bad
Can't you make the music
Easy and sad?
I could tell you a lot
But you've gotta be
True to your code

Just make it one for my baby
And one more for the road

You'd never know it
But buddy, I'm a kind of poet
And I've got a lot of things I'd like to say
And when I'm gloomy
Won't you listen to me
Till it's talked away?

Well, that's how it goes
And Joe, I know you're gettin'
Anxious to close
And thanks for the cheer
I hope you didn't mind
My bending your ear
But this torch that I've found
It's gotta be drowned
Or it soon might explode

So make it one for my baby
And one more for the road

The long, it's so long
The long, very long",complete,Frank Sinatra,Frank Sinatra
Love Is Here to Stay - 2007 - Remaster,160080,False,['Frank Sinatra'],['spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0'],False,17,1,I've Got You Under My Skin,Frank Sinatra,20,spotify:track:2C1c4IfpHidurO4QrjPQve,spotify:album:5RsGXBfziufICYJyhHa6ZA,0.4970000000000001,0.269,2,-11.595,1,0.0284,0.963,0.0106,0.104,0.6509999999999999,109.721,4,love_is_here_to_stay,"It's very clear, our love is here to stay
Not for a year. But, ever and a day
The radio and the telephone and the movies that we know
May just be passin' fancies, and in time may go...
But, Ooooh my dear, our love is here to stay
Together we're - goin' a long, long way
In time The Rockies may crumble - Gibralter may tumble
They're only made of clay
But, our love is here to stay...
The radio and the telephone and the movies that we know
May just be passin' fancy's anytime they go...
But, Ooooh my dear, our love is here to stay
Together we're - goin' a long, long way
In time The Rockies may crumble and that Gibralter it may tumble
They're only made of clay
But, our love, our love is here to stay",complete,Frank Sinatra,Frank Sinatra
Makin' Whoopee - 2007 - Remaster,184306,False,['Frank Sinatra'],['spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0'],False,18,1,I've Got You Under My Skin,Frank Sinatra,20,spotify:track:5FuchgfBtAsxBu0aa0OIgu,spotify:album:5RsGXBfziufICYJyhHa6ZA,0.596,0.34,9,-10.433,1,0.037000000000000005,0.564,0.00381,0.0991,0.611,108.346,4,makin_whoopee,"Another bride, another June
Another sunny honeymoon
Another season, another reason
For makin' whoopee

A lot of shoes, a lot of rice
The groom is nervous, he answers twice
It's really killin' that he's so willin'
To make whoopee

Picture a little love nest
Down where the roses cling
Picture the same sweet love nest
And think what a year can bring

He's washin' dishes and baby clothes
He's so ambitious, he even sews
But don't forget folks, that's what you get folks
For makin' whoopee

Another bride, another June
Another sunny, a sunny honeymoon
Another reason is that season
For makin' whoopee

A mess of shoes, a gang of rice
The groom is nervous that he answers twice
It's really killin' this cat so willin'
To make whoopee

Now he's washin' dishes with those baby clothes
He's so ambitious, man, he even sews
But don't forget folks, that's what you get folks
For makin' whoopee
But don't forget folks, that's what you get folks
For makin' whoopee",complete,Frank Sinatra,Frank Sinatra
You Brought a New Kind of Love - 2007 - Remaster,166453,False,['Frank Sinatra'],['spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0'],False,19,1,I've Got You Under My Skin,Frank Sinatra,20,spotify:track:7Ah1fBnSTUTHlCY6foN5wE,spotify:album:5RsGXBfziufICYJyhHa6ZA,0.496,0.253,5,-11.882,1,0.03,0.713,0.0,0.14400000000000002,0.593,109.132,4,you_brought_a_new_kind_of_love,"If the nightingales could sing like you
They'd sing much sweeter than they do
For you brought a new kind of love to me
And if the sandman brought me dreams of you
I'd want to sleep my whole life through
You brought a new love to me
I know that I'm the slave, you're the queen
Still you can understand that underneath it all
You're a maid and I am only a man
I would work and slave the whole day through
If I could hurry home to you
You brought a new kind of love to me",complete,Frank Sinatra,Frank Sinatra
How About You - 2007 - Remaster,164320,False,['Frank Sinatra'],['spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0'],False,20,1,I've Got You Under My Skin,Frank Sinatra,20,spotify:track:74kE90VWxysPh40K9RxwCv,spotify:album:5RsGXBfziufICYJyhHa6ZA,0.581,0.243,4,-10.369000000000002,1,0.0343,0.52,0.0,0.108,0.331,120.021,4,how_about_you,"Writer(s): B. Lane/R. Freed
I like New York in June, how about you?
I like a Gershwin tune, how about you?
I love a fireside when a storm is due
I like potato chips, moonlight motor trips, how about you?
I'm mad about good books, can't get my fill
And James Durante's looks give me a thrill
Holding hands in the movie show, when all the lights are low
May not be new, but I like it, how about you?",complete,Frank Sinatra,Frank Sinatra
"Overture - Live At The Budokan Hall, Tokyo / 1985",240293,False,['Frank Sinatra'],['spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0'],False,1,1,Sinatra In Japan (Live At The Budokan/1985),Frank Sinatra,27,spotify:track:0frcoBMFQPHrWP1vQoQaZW,spotify:album:2psFHuOfa0fqKvkSk9UZel,0.189,0.823,2,-8.461,1,0.152,0.5579999999999999,0.409,0.8590000000000001,0.445,84.066,4,overture,Instrumental,complete,Frank Sinatra,Frank Sinatra
"Where Or When - Live At The Budokan Hall, Tokyo / 1985",213720,False,['Frank Sinatra'],['spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0'],False,2,1,Sinatra In Japan (Live At The Budokan/1985),Frank Sinatra,27,spotify:track:00jYdvMLtIFKRtdwsrljzH,spotify:album:2psFHuOfa0fqKvkSk9UZel,0.574,0.322,3,-9.276,1,0.0624,0.505,1.68e-06,0.693,0.423,92.235,4,where_or_when,"When you're awake the things you think
Come from the dream you dream
Thought has wings, and lots of things
Are seldom what they seem
Sometimes you think you've lived before
All that you live today
Things you do come back to you
As though they knew the way
Oh the tricks your mind can play
It seems we stood and talked like this, before
We looked at each other in the same way then
But I can't remember where or when
The clothes you are wearing are the clothes you wore
The smile you are smiling you were smiling then
But I can't remember where or when
Some things that happened for the first time
Seem to be happening again
And so it seems that we have met before
And laughed before, and loved before
But who knows where or when",complete,Frank Sinatra,Frank Sinatra
"Fly Me To The Moon - Live At The Budokan Hall, Tokyo / 1985",160400,False,['Frank Sinatra'],['spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0'],False,3,1,Sinatra In Japan (Live At The Budokan/1985),Frank Sinatra,27,spotify:track:7qB2144hiwazdBj9yNT8a9,spotify:album:2psFHuOfa0fqKvkSk9UZel,0.507,0.604,0,-8.22,1,0.413,0.59,4.47e-06,0.71,0.564,124.271,3,fly_me_to_the_moon,"Fly me to the moon
Let me play among the stars
And let me see what spring is like
On a-Jupiter and Mars
In other words, hold my hand
In other words, baby, kiss me

Fill my heart with song
And let me sing forevermore
You are all I long for
All I worship and adore
In other words, please be true
In other words, I love you


Fill my heart with song
Let me sing forevermore
You are all I long for
All I worship and adore
In other words, please be true
In other words, in other words
I love you",complete,Frank Sinatra,Frank Sinatra
"Autumn Leaves - Live At The Budokan Hall, Tokyo / 1985",167720,False,['Frank Sinatra'],['spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0'],False,4,1,Sinatra In Japan (Live At The Budokan/1985),Frank Sinatra,27,spotify:track:6GogOGbr562Clh82sXSnyP,spotify:album:2psFHuOfa0fqKvkSk9UZel,0.236,0.285,1,-17.685,0,0.052000000000000005,0.333,0.000165,0.6940000000000001,0.156,82.73100000000002,3,autumn_leaves,"The falling leaves
Drift by the window
The autumn leaves
Of red and gold
I see your lips
The summer kisses
The sunburned hands
I used to hold
Since you went away
The days grow long
And soon I'll hear
Old winter's song
But I miss you most of all
My darling
When autumn leaves
Start to fall",complete,Frank Sinatra,Frank Sinatra
"The Lady Is A Tramp - Live At The Budokan Hall, Tokyo / 1985",206640,False,['Frank Sinatra'],['spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0'],False,5,1,Sinatra In Japan (Live At The Budokan/1985),Frank Sinatra,27,spotify:track:37303R7WqNb57nDKRJwAI1,spotify:album:2psFHuOfa0fqKvkSk9UZel,0.513,0.6829999999999999,11,-6.515,1,0.401,0.64,0.0,0.937,0.72,154.998,4,the_lady_is_a_tramp,"She gets too hungry for dinner at eight
She likes the theatre and never comes late
She never bothers with people she'd hate
That's why the lady is a tramp
Doesn't like crap games with barons or earls
Won't go to Harlem in ermine and pearls
Won't dish the dirt with the rest of the girls
That's why the lady is a tramp
She likes the free fresh wind in her hair
Life without care
She's broke and it's oke
Hates California, it's cold and it's damp
That's why the lady is a tramp
She gets too hungry to wait for dinner at eight
She loves the theatre but never comes late
She'd never bother with people she'd hate
That's why the lady is a tramp
She'll have no crap games with sharpies and frauds
And she won't go to Harlem in Lincolns or Fords
And she won't dish the dirt with the rest of the broads
That's why the lady is a tramp
She loves the free fresh wind in her hair
Life without care
She's broke but it's oke
Hates California, it's so cold and so damp
That's why the lady, that's why the lady
That's why the lady is a tramp",complete,Frank Sinatra,Frank Sinatra
"My Way - Live At The Budokan Hall, Tokyo / 1985",171920,False,['Frank Sinatra'],['spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0'],False,6,1,Sinatra In Japan (Live At The Budokan/1985),Frank Sinatra,27,spotify:track:5AJhy5uneJMOfEOVsB9hSG,spotify:album:2psFHuOfa0fqKvkSk9UZel,0.318,0.358,0,-8.884,1,0.0638,0.763,1.69e-06,0.906,0.337,155.062,3,my_way,"And now, the end is near
And so I face the final curtain
My friend, I'll say it clear
I'll state my case, of which I'm certain
I've lived a life that's full
I traveled each and every highway
And more, much more than this
I did it my way

Regrets, I've had a few
But then again, too few to mention
I did what I had to do
And saw it through without exemption
I planned each charted course
Each careful step along the byway
And more, much more than this
I did it my way

Yes, there were times, I'm sure you knew
When I bit off more than I could chew
But through it all, when there was doubt
I ate it up and spit it out
I faced it all, and I stood tall
And did it my way

I've loved, I've laughed and cried
I've had my fill, my share of losing
And now, as tears subside
I find it all so amusing
To think I did all that
And may I say, not in a shy way
Oh, no, oh, no, not me
I did it my way

For what is a man, what has he got?
If not himself, then he has naught
To say the things he truly feels
And not the words of one who kneels
The record shows I took the blows
And did it my way

Yes, it was my way",complete,Frank Sinatra,Frank Sinatra
"I've Got You Under My Skin - Live At The Budokan Hall, Tokyo / 1985",242573,False,['Frank Sinatra'],['spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0'],False,7,1,Sinatra In Japan (Live At The Budokan/1985),Frank Sinatra,27,spotify:track:7d2ZQhRkCdhfhhHQ90S3Ds,spotify:album:2psFHuOfa0fqKvkSk9UZel,0.449,0.563,1,-8.383,1,0.379,0.688,0.0,0.903,0.638,150.123,4,ive_got_you_under_my_skin,"I've got you under my skin
I've got you deep in the heart of me
So deep in my heart that you're really a part of me
I've got you under my skin
I tried so not to give in
I said to myself, 'this affair never will go so well'
But why should I try to resist when, baby, I know so well
I've got you under my skin?

I'd sacrifice anything, come what might
For the sake of having you near
In spite of a warning voice that comes in the night
And repeats, repeats in my ear

""Don't you know little fool, you never can win?
Use your mentality, wake up to reality""
But each time that I do, just the thought of you
Makes me stop before I begin
'Cause I've got you under my skin

I would sacrifice anything, come what might
For the sake of having you near
In spite of a warning voice that comes in the night
And repeats, how it yells in my ear

""Don't you know, little fool, you never can win?
Why not use your mentality? Step up, wake up to reality""
But each time I do, just the thought of you
Makes me stop just before I begin
'Cause I've got you under my skin
Yes, I've got you, under my skin",complete,Frank Sinatra,Frank Sinatra
"Something - Live At The Budokan Hall, Tokyo / 1985",304920,False,['Frank Sinatra'],['spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0'],False,8,1,Sinatra In Japan (Live At The Budokan/1985),Frank Sinatra,27,spotify:track:2OrQuVkmdCFdMvwzpstjyO,spotify:album:2psFHuOfa0fqKvkSk9UZel,0.29100000000000004,0.208,7,-14.655,1,0.0487,0.619,7.43e-06,0.319,0.116,136.803,4,something,"[Verse 1]
Something in the way she moves
Attracts me like no other lover
Something in the way she woos me

[Pre-Bridge]
I don't want to leave her now
You know I believe and how

[Verse 2]
Somewhere in her smile she knows
That I don't need no other lover
Something in her style that shows me

[Pre-Bridge]
I don't want to leave her now
You know I believe and how

[Bridge]
You're asking me will my love grow
I don't know, I don't know
You stick around, now it may show
I don't know, I don't know

[Guitar Solo]

[Verse 3]
Something in the way she knows
And all I have to do is think of her
Something in the things she shows me

[Pre-Bridge]
I don't want to leave her now
You know I believe and how
",complete,Frank Sinatra,Frank Sinatra
